5819;Wei Liu 0008|Xiang Chen 0012|Yuguang Fang;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch19;;;reference/crc/ChenLF05;26/06/2019;;;;;;encyclopedia;;;Resource Allocation and Call Admission Control in Mobile Wireless Networks.;db/reference/crc/awnmc2005.html#ChenLF05;2005
5841;Glen Takahara|Hossam S. Hassanein|Kenan Xu;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.sec5;;;reference/crc/XuHT05;12/07/2017;;;;;;encyclopedia;;;QoS Enhancements of the Distributed IEEE 802.11 Medium Access Control Protocol.;db/reference/crc/awnmc2005.html#XuHT05;2005
5850;Mark A. Perillo|Wendi B. Heinzelman;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.sec8;;;reference/crc/PerilloH05;12/07/2017;;;;;;encyclopedia;;;Wireless Sensor Network Protocols.;db/reference/crc/awnmc2005.html#PerilloH05;2005
5856;Antonio A. F. Loureiro|Azzedine Boukerche|Geraldo Robson Mateus|José Marcos S. Nogueira|Linnyer Beatrys Ruiz;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch2;;;reference/crc/BoukercheLMNR05;12/07/2017;;;;;;encyclopedia;;;Wireless Communication and Mobile Computing.;db/reference/crc/awnmc2005.html#BoukercheLMNR05;2005
5860;Aniruddha Rangnekar|Bo Li 0001|Chonggang Wang|Krishna M. Sivalingam;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch5;;;reference/crc/RangnekarWS005;12/07/2017;;;;;;encyclopedia;;;Multiple Access Protocols and Scheduling Algorithms for Multiple Channel Wireless Networks.;db/reference/crc/awnmc2005.html#RangnekarWS005;2005
5895;Andreas Görlach|Andreas Heinemann|Max Mühlhäuser|Wesley W. Terpstra;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch17;;;reference/crc/GorlachHTM05;12/07/2017;;;;;;encyclopedia;;;Location Privacy.;db/reference/crc/awnmc2005.html#GorlachHTM05;2005
5904;Franco Zambonelli|Marco Mamei;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch42;;;reference/crc/ZambonelliM05;12/07/2017;;;;;;encyclopedia;;;Field-Based Motion Coordination in Pervasive Computing Scenarios.;db/reference/crc/awnmc2005.html#ZambonelliM05;2005
5963;Antonio A. F. Loureiro|Carlos Mauricio S. Figueiredo|Eduardo Freire Nakamura;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch37;;;reference/crc/NakamuraFL05;12/07/2017;;;;;;encyclopedia;;;Information Fusion Algorithms for Wireless Sensor Networks.;db/reference/crc/awnmc2005.html#NakamuraFL05;2005
5975;Hussein T. Mouftah|Mohammed S. Al-kahtani;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch27;;;reference/crc/Al-kahtaniM05;12/07/2017;;;;;;encyclopedia;;;QoS Support in Mobile Ad Hoc Networks.;db/reference/crc/awnmc2005.html#Al-kahtaniM05;2005
5981;Kai-Wei Fan|Prasun Sinha|Sha Liu;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch9;;;reference/crc/FanLS05;12/07/2017;;;;;;encyclopedia;;;Ad Hoc Routing Protocols.;db/reference/crc/awnmc2005.html#FanLS05;2005
6009;Ahmed Helmy|Karim Seada;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch15;;;reference/crc/SeadaH05;12/07/2017;;;;;;encyclopedia;;;Geographic Services for Wireless Networks.;db/reference/crc/awnmc2005.html#SeadaH05;2005
6016;Mitali Singh|Viktor K. Prasanna;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch39;;;reference/crc/SinghP05;12/07/2017;;;;;;encyclopedia;;;Distributed Collaborative Computation in Wireless Sensor Systems.;db/reference/crc/awnmc2005.html#SinghP05;2005
6026;Sajal K. Das 0001;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.sec4;;;reference/crc/Das05;10/09/2019;;;;;;encyclopedia;;;Adaptive Mobility Management in Wireless Cellular Networks.;db/reference/crc/awnmc2005.html#Das05;2005
6032;Tracy Camp;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch14;;;reference/crc/Camp05;12/07/2017;;;;;;encyclopedia;;;Location Information Services in Mobile Ad Hoc Networks.;db/reference/crc/awnmc2005.html#Camp05;2005
6043;Andrea Passarella|Giuseppe Anastasi|Marco Conti;;Handbook of Algorithms for Wireless Networking and Mobile Computing;;;;;reference/crc/2005awnmc;https://doi.org/10.1201/9781420035094.ch24;;;reference/crc/AnastasiCP05;12/07/2017;;;;;;encyclopedia;;;Power Management in Mobile and Pervasive Computing Systems.;db/reference/crc/awnmc2005.html#AnastasiCP05;2005
